ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,78.72,12.79,99.41,23.15,29.16,7.14,117.62,351.58
Small Forehead,1.0,79.23,13.17,99.45,34.78,28.56,15.71,139.79,320.7
Cheeks and Nose,2.0,78.6,10.51,99.31,22.73,27.24,3.9,161.26,278.63
Left Cheek,3.0,79.36,13.67,99.27,20.16,38.77,5.24,334.19,917.1
Right Cheek,4.0,77.59,12.79,99.44,32.23,42.25,17.55,248.14,601.3
Crop Face,5.0,78.6,13.29,99.36,26.05,24.07,12.34,78.0,171.48
Averaged,,78.68,12.7,99.37,26.52,31.67,10.31,179.83,440.13
