ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,86.44,11.65,99.18,45.18,44.76,16.88,618.12,842.47
Small Forehead,1.0,78.85,9.75,99.33,85.7,71.86,24.89,1637.55,1751.88
Cheeks and Nose,2.0,87.2,11.77,99.13,35.07,38.4,18.23,212.94,893.44
Left Cheek,3.0,88.6,11.65,99.19,38.65,42.89,11.27,449.44,566.17
Right Cheek,4.0,85.31,9.75,99.2,33.46,40.54,14.83,349.71,674.28
Crop Face,5.0,86.95,11.77,99.2,24.84,32.63,6.41,118.58,274.68
Averaged,,85.56,11.06,99.2,43.82,45.18,15.42,564.39,833.82
