ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,62.17,14.47,99.04,47.37,55.17,29.21,401.32,919.82
Small Forehead,1.0,61.72,12.55,99.26,49.55,68.26,28.4,799.05,1286.57
Cheeks and Nose,2.0,62.17,11.37,99.21,49.66,60.5,29.83,730.35,1397.23
Left Cheek,3.0,62.17,9.75,99.37,57.09,72.36,30.68,616.7,1436.5
Right Cheek,4.0,62.91,9.75,99.41,74.6,88.01,30.18,1754.76,3352.28
Crop Face,5.0,62.17,10.19,99.15,44.18,44.54,25.73,407.49,738.84
Averaged,,62.22,11.35,99.24,53.74,64.81,29.0,784.94,1521.87
