ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,88.47,14.62,99.2,15.38,26.17,5.56,82.02,170.33
Small Forehead,1.0,88.18,16.69,99.28,22.07,23.88,5.56,101.58,212.7
Cheeks and Nose,2.0,88.47,12.7,99.3,23.72,26.48,1.52,51.06,229.6
Left Cheek,3.0,88.47,10.64,99.29,19.18,20.8,4.17,53.52,138.93
Right Cheek,4.0,88.33,14.03,99.31,35.06,34.26,16.29,115.66,459.44
Crop Face,5.0,88.33,12.41,99.25,22.15,30.44,4.17,69.27,210.68
Averaged,,88.38,13.52,99.27,22.93,27.0,6.21,78.85,236.95
