ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,78.7,16.09,99.42,35.58,26.58,24.92,51.0,228.45
Small Forehead,1.0,79.58,13.58,99.54,56.94,45.5,34.04,423.36,622.21
Cheeks and Nose,2.0,78.4,12.99,99.37,20.18,29.95,4.85,80.07,268.97
Left Cheek,3.0,78.11,20.52,99.21,40.56,44.2,28.58,321.67,761.37
Right Cheek,4.0,79.58,14.91,99.46,62.33,61.98,25.32,893.19,1661.4
Crop Face,5.0,78.25,16.98,99.34,25.19,25.98,1.52,158.52,277.29
Averaged,,78.77,15.84,99.39,40.13,39.03,19.87,321.3,636.62
