ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,74.82,15.32,99.18,30.78,27.28,11.43,113.55,253.03
Small Forehead,1.0,74.69,16.21,99.04,31.52,29.99,14.29,82.24,284.97
Cheeks and Nose,2.0,74.57,13.17,99.23,24.94,21.29,14.29,59.56,199.29
Left Cheek,3.0,74.82,18.1,99.43,40.31,36.15,22.86,178.71,514.14
Right Cheek,4.0,74.82,14.69,99.42,33.5,31.13,16.91,164.57,391.9
Crop Face,5.0,74.69,14.81,99.29,26.07,23.09,10.0,57.81,251.37
Averaged,,74.74,15.38,99.26,31.19,28.16,14.96,109.41,315.78
