ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,58.48,15.8,99.19,53.9,65.51,31.25,754.34,3949.75
Small Forehead,1.0,57.89,14.18,99.43,49.2,59.92,34.17,656.16,1424.24
Cheeks and Nose,2.0,58.48,14.18,99.16,52.17,55.08,18.75,453.98,1022.48
Left Cheek,3.0,58.48,16.54,99.33,59.39,72.91,46.99,654.3,1861.6
Right Cheek,4.0,58.78,11.08,99.4,116.8,108.98,48.15,2999.03,3307.54
Crop Face,5.0,58.48,17.28,99.17,52.3,74.49,35.42,1273.15,1694.36
Averaged,,58.43,14.84,99.28,63.96,72.82,35.79,1131.83,2210.0
