ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,77.46,12.28,99.03,22.94,24.81,7.46,119.42,322.24
Small Forehead,1.0,77.59,11.01,99.01,37.55,29.18,17.33,75.27,202.0
Cheeks and Nose,2.0,77.59,13.17,99.18,20.8,29.45,4.29,226.23,308.22
Left Cheek,3.0,77.84,13.04,99.29,30.24,28.22,12.06,96.64,185.83
Right Cheek,4.0,77.59,11.39,99.37,43.78,36.29,19.93,252.27,267.73
Crop Face,5.0,77.59,15.82,99.17,19.83,23.82,8.73,101.37,205.31
Averaged,,77.61,12.79,99.18,29.19,28.63,11.63,145.2,248.55
