ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,58.47,14.94,99.41,71.44,67.35,42.07,630.97,2464.8
Small Forehead,1.0,82.52,16.33,99.46,51.91,70.09,31.95,275.34,1031.46
Cheeks and Nose,2.0,71.0,12.15,99.33,63.75,64.89,37.73,434.34,1835.29
Left Cheek,3.0,71.13,12.15,99.37,51.78,60.16,25.64,380.97,1004.6
Right Cheek,4.0,74.04,19.62,99.31,47.85,67.81,26.05,545.59,1857.86
Crop Face,5.0,55.18,11.39,99.38,72.36,70.26,40.87,480.11,2276.2
Averaged,,68.72,14.43,99.38,59.85,66.76,34.05,457.89,1745.04
