ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,59.08,16.54,99.32,103.44,85.79,50.39,774.89,2019.14
Small Forehead,1.0,60.71,10.04,99.37,88.43,82.78,38.62,810.72,927.94
Cheeks and Nose,2.0,58.49,11.96,99.35,45.59,60.87,31.55,553.98,1349.4
Left Cheek,3.0,58.79,14.03,99.31,61.11,70.05,33.33,830.75,1813.34
Right Cheek,4.0,58.35,15.21,99.38,60.29,64.0,34.66,467.24,1436.51
Crop Face,5.0,58.79,14.48,99.43,72.88,64.18,35.02,709.36,1265.06
Averaged,,59.04,13.71,99.36,71.96,71.28,37.26,691.16,1468.56
