ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,83.15,15.36,99.05,34.02,30.3,24.54,117.92,439.63
Small Forehead,1.0,83.15,11.96,99.18,24.55,36.02,8.89,244.38,1071.42
Cheeks and Nose,2.0,76.95,16.1,99.06,26.8,27.86,7.58,73.11,373.73
Left Cheek,3.0,76.8,10.93,99.12,21.44,24.18,6.06,87.48,242.53
Right Cheek,4.0,78.28,15.21,99.05,31.77,36.75,12.15,94.09,470.49
Crop Face,5.0,76.8,17.14,99.07,22.86,24.75,6.06,56.86,292.0
Averaged,,79.19,14.45,99.09,26.91,29.98,10.88,112.31,481.63
