ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,63.05,12.28,99.25,48.86,52.96,33.05,313.77,1001.08
Small Forehead,1.0,63.05,14.31,99.47,47.59,51.28,31.68,538.04,1677.48
Cheeks and Nose,2.0,63.17,12.28,99.12,74.32,65.93,51.73,568.6,1458.21
Left Cheek,3.0,62.92,11.77,99.44,55.7,60.85,22.22,982.14,1319.54
Right Cheek,4.0,63.3,13.42,99.49,76.35,81.15,36.96,1158.68,2042.41
Crop Face,5.0,63.05,13.67,99.24,43.26,47.83,24.01,330.39,836.54
Averaged,,63.09,12.96,99.34,57.68,60.0,33.28,648.6,1389.21
