model_name,lr,epochs,optimizer,loss,results,mae,mse,scaled,time
model2_hr,0.0005,180,RMSprop,mse,"[111.22606658935547, 111.22606658935547, 8.385499954223633]",8.385499954223633,111.22605714034827,False,2023-06-22 01:44:50.081450
