model_name,lr,epochs,optimizer,loss,results,mae,mse,scaled,time
model2_hr,0.0005,300,RMSprop,mse,"[0.06080097332596779, 0.06080097332596779, 0.19282746315002441]",9.641370500837054,152.00243814492637,True,2023-06-15 08:29:49.170229
