model_name,lr,epochs,optimizer,loss,results,mae,mse,scaled,time
model2_hr,0.0005,300,RMSprop,mse,"[134.47889709472656, 134.47889709472656, 9.514684677124023]",9.514685202092014,134.47891702257894,False,2023-06-21 16:04:23.504055
model2_hr,0.0005,300,Adam,mse,"[134.01504516601562, 134.01504516601562, 9.462440490722656]",9.462435276812108,134.01503878752305,False,2023-06-21 18:11:58.290838
model2_hr,0.005,300,RMSprop,mse,"[134.33126831054688, 134.33126831054688, 9.417957305908203]",9.417955081895512,134.3313187270436,False,2023-06-21 19:21:08.419398
model2_hr,0.005,300,Adam,mse,"[141.8611297607422, 141.8611297607422, 9.869380950927734]",9.869382585797991,141.86110001717853,False,2023-06-21 20:51:20.727616
model2_hr,5e-05,300,RMSprop,mse,"[133.8868865966797, 133.8868865966797, 9.44192123413086]",9.44192210942819,133.88691243362882,False,2023-06-22 00:41:19.589428
