ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,86.28,11.86,99.1,20.89,20.03,0.0,68.83,154.49
Small Forehead,1.0,86.13,11.41,99.23,25.98,23.03,4.42,76.6,94.37
Cheeks and Nose,2.0,86.13,13.04,99.21,11.97,19.86,1.52,34.05,159.35
Left Cheek,3.0,86.13,12.0,99.16,15.31,22.13,0.0,78.27,183.49
Right Cheek,4.0,86.28,15.12,99.38,15.94,19.62,3.03,74.32,132.78
Crop Face,5.0,85.98,9.78,99.12,18.77,19.07,1.52,49.29,76.17
Averaged,,86.15,12.2,99.2,18.14,20.62,1.75,63.56,133.44
