ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,63.66,14.33,99.06,54.1,57.1,25.7,299.17,562.4
Small Forehead,1.0,72.67,14.62,99.37,58.14,55.32,33.18,392.32,823.25
Cheeks and Nose,2.0,63.66,12.41,99.14,56.09,52.54,32.22,407.47,1082.19
Left Cheek,3.0,64.84,20.09,99.17,48.25,46.3,31.9,448.14,1276.98
Right Cheek,4.0,64.54,17.58,99.08,119.13,98.07,53.64,3192.76,3827.58
Crop Face,5.0,64.1,12.7,99.09,50.54,52.79,32.17,187.87,1258.0
Averaged,,65.58,15.29,99.15,64.38,60.35,34.8,821.29,1471.73
