ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,71.65,11.52,99.17,73.81,65.16,46.51,366.49,801.11
Small Forehead,1.0,69.12,10.0,99.27,55.26,52.6,31.32,213.66,1009.64
Cheeks and Nose,2.0,64.31,12.28,99.17,52.73,56.32,34.25,401.49,915.59
Left Cheek,3.0,66.71,9.75,99.27,50.16,57.11,29.13,197.58,955.83
Right Cheek,4.0,62.16,11.52,99.26,73.27,70.25,39.96,713.96,1893.62
Crop Face,5.0,63.68,9.75,99.2,52.22,62.51,35.4,503.99,1157.74
Averaged,,66.27,10.8,99.22,59.57,60.66,36.1,399.53,1122.25
