ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,98.49,18.01,99.24,22.52,20.94,2.78,39.35,154.91
Small Forehead,1.0,98.78,12.55,99.3,18.28,26.32,5.34,87.34,225.25
Cheeks and Nose,2.0,97.9,9.75,99.12,12.3,16.94,1.28,32.9,67.66
Left Cheek,3.0,99.96,13.59,99.12,17.56,22.6,2.78,101.78,192.94
Right Cheek,4.0,98.64,14.33,99.07,28.8,33.83,12.12,133.9,229.43
Crop Face,5.0,96.12,18.16,99.22,20.99,17.36,1.67,18.22,75.24
Averaged,,98.31,14.4,99.18,20.08,23.0,4.33,68.92,157.57
