ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,89.04,15.95,98.74,21.81,24.73,5.93,61.14,235.48
Small Forehead,1.0,88.74,14.62,98.75,29.99,31.1,12.28,137.39,201.64
Cheeks and Nose,2.0,89.04,14.32,98.81,27.72,28.96,8.71,79.64,196.07
Left Cheek,3.0,88.6,14.77,98.87,25.19,29.06,7.58,68.15,266.66
Right Cheek,4.0,89.19,11.82,98.85,30.52,32.88,10.58,197.86,356.35
Crop Face,5.0,89.04,16.54,98.75,18.94,25.7,4.17,56.54,215.62
Averaged,,88.94,14.67,98.8,25.69,28.74,8.21,100.12,245.3
