ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,72.66,12.01,99.29,34.31,40.46,17.41,281.72,631.64
Small Forehead,1.0,72.07,16.31,99.18,35.2,56.36,19.16,381.43,727.09
Cheeks and Nose,2.0,72.51,11.57,99.42,36.04,38.93,25.18,267.45,299.07
Left Cheek,3.0,72.51,12.01,99.66,47.57,39.59,24.82,176.02,259.24
Right Cheek,4.0,72.51,11.42,99.57,51.58,42.03,26.48,138.83,545.13
Crop Face,5.0,72.81,14.09,99.42,29.85,32.43,16.67,181.76,316.8
Averaged,,72.51,12.9,99.42,39.09,41.63,21.62,237.87,463.16
