ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,83.28,13.14,99.14,37.72,51.98,23.97,157.08,834.38
Small Forehead,1.0,96.13,13.15,98.92,36.95,58.57,23.26,196.95,795.16
Cheeks and Nose,2.0,78.85,14.92,99.27,49.37,55.88,24.57,215.76,952.1
Left Cheek,3.0,91.55,15.8,99.28,45.11,53.2,22.72,469.21,1563.43
Right Cheek,4.0,90.22,13.59,99.34,40.18,51.06,19.02,404.69,627.55
Crop Face,5.0,78.71,14.47,99.27,28.85,48.06,6.62,244.42,861.8
Averaged,,86.46,14.18,99.2,39.7,53.12,20.03,281.35,939.07
