ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,77.67,16.1,99.3,36.03,37.68,16.17,205.38,876.44
Small Forehead,1.0,77.97,14.18,99.39,48.26,46.48,27.18,329.0,808.48
Cheeks and Nose,2.0,79.59,15.8,99.31,33.42,43.34,21.38,185.98,1033.77
Left Cheek,3.0,84.32,18.9,99.33,35.87,45.23,17.19,226.2,677.6
Right Cheek,4.0,91.55,17.42,99.43,45.74,42.99,18.26,153.02,694.22
Crop Face,5.0,79.44,17.43,99.29,30.29,40.68,17.23,280.39,826.34
Averaged,,81.76,16.64,99.34,38.27,42.73,19.57,229.99,819.48
