ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,79.18,14.09,99.08,28.19,24.25,12.12,102.1,240.47
Small Forehead,1.0,78.88,15.87,99.22,23.65,25.5,5.0,49.97,370.96
Cheeks and Nose,2.0,79.62,16.02,99.11,23.75,21.43,5.56,64.5,352.0
Left Cheek,3.0,79.92,14.98,99.22,32.97,25.45,10.91,102.87,124.02
Right Cheek,4.0,79.03,16.01,99.26,27.05,26.85,9.09,99.65,367.08
Crop Face,5.0,79.33,15.27,99.13,31.34,31.6,9.24,137.82,205.15
Averaged,,79.33,15.37,99.17,27.83,25.85,8.65,92.82,276.61
