ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,75.71,17.09,98.85,42.54,44.46,30.22,278.15,712.46
Small Forehead,1.0,79.0,15.83,99.03,50.02,64.05,30.98,661.77,1596.18
Cheeks and Nose,2.0,75.71,14.94,98.9,29.22,33.09,10.91,55.01,409.6
Left Cheek,3.0,72.29,15.57,99.08,44.52,46.83,25.44,245.16,781.18
Right Cheek,4.0,77.86,15.19,98.98,35.23,49.04,14.63,487.9,1332.02
Crop Face,5.0,75.46,16.84,98.85,35.54,48.19,12.6,439.76,1189.06
Averaged,,76.0,15.91,98.95,39.51,47.61,20.8,361.29,1003.42
