ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,73.98,13.22,98.98,35.76,29.49,24.76,168.51,427.45
Small Forehead,1.0,74.1,9.92,99.22,39.0,38.86,21.49,312.0,729.38
Cheeks and Nose,2.0,73.85,10.68,99.15,37.99,35.2,25.71,279.25,500.73
Left Cheek,3.0,73.21,15.13,99.28,29.96,39.04,9.74,171.73,969.93
Right Cheek,4.0,73.98,13.22,99.29,33.35,37.49,15.08,173.84,578.3
Crop Face,5.0,73.72,14.24,99.15,32.83,41.59,15.71,269.14,947.87
Averaged,,73.81,12.74,99.18,34.82,36.94,18.75,229.08,692.28
