ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,78.42,12.58,98.97,27.51,29.04,18.18,72.59,247.31
Small Forehead,1.0,78.67,13.73,99.01,20.14,25.18,2.86,48.24,244.35
Cheeks and Nose,2.0,78.93,14.74,98.99,22.27,32.3,2.6,69.6,327.17
Left Cheek,3.0,78.8,16.14,99.09,29.19,29.33,13.25,71.41,330.95
Right Cheek,4.0,78.8,13.09,99.21,26.16,31.39,7.79,133.18,327.16
Crop Face,5.0,78.8,13.09,99.03,24.88,28.72,2.6,109.09,387.24
Averaged,,78.74,13.9,99.05,25.02,29.33,7.88,84.02,310.7
