ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,79.62,13.5,99.13,47.7,47.92,20.09,190.4,569.18
Small Forehead,1.0,75.02,13.94,99.3,48.38,55.93,29.75,399.99,815.97
Cheeks and Nose,2.0,70.87,12.75,99.11,55.48,54.32,30.16,462.43,1550.13
Left Cheek,3.0,81.55,10.82,99.19,42.22,50.11,23.14,286.68,1072.56
Right Cheek,4.0,90.14,12.9,99.34,44.29,50.34,22.91,140.27,1171.13
Crop Face,5.0,70.58,11.42,99.11,36.8,43.35,19.89,355.66,900.31
Averaged,,77.96,12.56,99.2,45.81,50.33,24.32,305.91,1013.21
