ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,87.86,17.28,99.32,20.6,20.86,0.0,62.46,122.44
Small Forehead,1.0,87.57,16.98,99.43,24.33,27.66,6.06,122.62,145.32
Cheeks and Nose,2.0,88.01,15.51,99.3,14.3,24.25,0.0,59.13,191.07
Left Cheek,3.0,83.87,16.39,99.23,42.22,37.43,21.62,131.8,321.17
Right Cheek,4.0,87.57,10.34,99.38,23.04,29.31,8.84,91.96,339.08
Crop Face,5.0,88.01,15.36,99.32,16.19,22.5,0.0,40.23,127.35
Averaged,,87.15,15.31,99.33,23.45,27.0,6.09,84.7,207.74
