ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,59.35,18.05,99.1,51.54,57.01,33.45,738.61,1865.3
Small Forehead,1.0,59.98,14.74,99.34,70.4,71.1,41.44,577.51,2393.32
Cheeks and Nose,2.0,59.47,12.84,99.1,65.87,69.78,42.86,993.85,2193.65
Left Cheek,3.0,59.6,17.28,99.33,46.83,61.49,26.03,681.79,1943.23
Right Cheek,4.0,59.09,14.24,99.3,79.38,68.89,44.25,690.63,2361.89
Crop Face,5.0,59.47,11.31,99.11,48.85,51.1,29.85,181.0,1374.11
Averaged,,59.49,14.74,99.21,60.48,63.23,36.31,643.9,2021.92
