ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,69.76,13.55,99.24,32.52,29.46,21.59,232.87,562.14
Small Forehead,1.0,69.89,13.42,99.36,46.73,44.59,28.57,344.28,450.13
Cheeks and Nose,2.0,70.01,15.95,99.26,26.89,31.78,7.62,234.98,272.61
Left Cheek,3.0,69.89,12.53,99.38,56.99,47.28,22.38,435.28,761.61
Right Cheek,4.0,70.14,16.84,99.32,31.52,37.68,14.52,360.45,404.09
Crop Face,5.0,69.89,13.17,99.35,34.99,34.36,23.01,160.84,538.18
Averaged,,69.93,14.24,99.32,38.27,37.53,19.61,294.78,498.13
