ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,64.35,16.16,99.31,54.72,51.76,39.35,450.27,680.58
Small Forehead,1.0,64.2,13.79,99.45,31.44,42.58,19.21,307.02,770.6
Cheeks and Nose,2.0,64.35,14.53,99.04,41.0,48.06,24.07,536.3,628.28
Left Cheek,3.0,64.2,9.79,99.12,44.32,50.59,28.24,421.49,728.44
Right Cheek,4.0,64.5,14.68,99.18,38.13,47.08,24.3,353.98,610.66
Crop Face,5.0,64.35,10.68,99.12,41.83,46.21,30.09,271.98,573.62
Averaged,,64.32,13.27,99.2,41.91,47.71,27.54,390.17,665.36
