ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,74.15,17.95,99.08,26.37,26.62,13.33,124.21,254.41
Small Forehead,1.0,74.44,16.17,99.13,27.06,33.36,15.0,137.42,310.62
Cheeks and Nose,2.0,74.44,18.39,99.12,31.25,31.93,13.33,193.0,246.4
Left Cheek,3.0,72.96,18.24,99.18,32.26,36.15,15.0,309.0,901.22
Right Cheek,4.0,74.29,17.95,99.29,34.77,30.5,18.33,239.14,244.57
Crop Face,5.0,74.29,18.24,99.17,34.21,31.5,21.67,178.86,228.84
Averaged,,74.1,17.82,99.16,30.99,31.68,16.11,196.94,364.34
