ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,76.78,12.41,99.26,40.51,40.34,24.85,100.92,547.89
Small Forehead,1.0,77.07,13.44,99.42,44.58,47.2,25.15,279.81,616.9
Cheeks and Nose,2.0,76.63,11.67,99.28,34.53,30.36,17.04,66.75,189.36
Left Cheek,3.0,76.19,13.73,99.25,40.32,39.84,21.67,227.73,701.8
Right Cheek,4.0,76.48,13.29,99.3,29.63,35.24,8.89,101.43,406.18
Crop Face,5.0,76.63,13.88,99.27,24.98,33.26,11.67,150.48,231.65
Averaged,,76.63,13.07,99.3,35.76,37.71,18.21,154.52,448.96
