ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,99.66,13.47,99.34,32.96,34.6,10.69,114.46,447.97
Small Forehead,1.0,91.77,11.44,99.37,32.36,32.03,12.64,182.05,246.4
Cheeks and Nose,2.0,100.16,14.87,99.36,28.54,29.4,10.22,135.81,443.76
Left Cheek,3.0,98.0,10.81,99.31,28.15,44.19,11.01,248.62,436.46
Right Cheek,4.0,97.62,13.98,99.24,65.78,64.03,27.29,1046.54,1098.2
Crop Face,5.0,100.04,13.6,99.36,36.05,32.04,10.81,83.68,257.38
Averaged,,97.88,13.03,99.33,37.31,39.38,13.78,301.86,488.36
