ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,72.39,17.58,99.25,30.84,39.62,10.0,405.56,628.11
Small Forehead,1.0,72.53,17.73,99.24,44.94,38.07,23.8,210.6,373.3
Cheeks and Nose,2.0,71.8,17.14,99.16,38.48,33.72,24.24,177.0,324.55
Left Cheek,3.0,74.9,16.25,99.13,19.94,25.16,3.18,119.01,404.97
Right Cheek,4.0,74.46,15.66,99.17,39.52,35.5,20.91,139.8,508.4
Crop Face,5.0,71.94,15.36,99.18,40.29,41.06,16.96,416.54,408.69
Averaged,,73.0,16.62,99.19,35.67,35.52,16.52,244.75,441.34
