ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,80.76,11.81,99.24,33.0,45.54,19.72,309.9,1432.44
Small Forehead,1.0,78.54,10.33,99.21,60.66,51.8,29.17,677.92,1193.27
Cheeks and Nose,2.0,90.95,13.43,99.14,22.17,18.34,2.78,33.06,99.04
Left Cheek,3.0,90.36,14.02,99.04,53.65,45.75,20.33,444.66,359.63
Right Cheek,4.0,90.8,11.51,99.08,29.06,27.01,9.09,46.52,285.84
Crop Face,5.0,90.95,12.55,99.08,22.56,22.31,4.17,93.76,206.07
Averaged,,87.06,12.28,99.13,36.85,35.12,14.21,267.64,596.05
