ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,73.84,11.67,99.19,26.58,34.08,6.67,215.86,283.76
Small Forehead,1.0,73.54,11.52,99.3,28.05,33.45,12.41,65.01,426.39
Cheeks and Nose,2.0,73.99,10.34,99.26,36.56,32.53,21.67,152.54,224.78
Left Cheek,3.0,74.72,11.37,99.26,22.58,35.93,6.36,156.58,380.74
Right Cheek,4.0,73.39,11.96,99.19,32.64,36.55,19.07,247.64,421.16
Crop Face,5.0,73.84,12.4,99.27,35.04,37.76,13.33,334.84,297.91
Averaged,,73.89,11.54,99.24,30.24,35.05,13.25,195.41,339.12
