ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,80.88,11.02,99.22,34.76,33.86,11.64,211.59,193.53
Small Forehead,1.0,81.26,13.16,99.24,37.1,37.59,17.89,242.01,613.67
Cheeks and Nose,2.0,81.13,12.53,99.36,24.54,24.53,7.01,105.46,194.62
Left Cheek,3.0,81.14,11.9,99.38,41.98,37.66,19.29,115.56,580.06
Right Cheek,4.0,79.99,13.54,99.54,36.94,44.22,15.32,319.94,1000.13
Crop Face,5.0,80.88,11.77,99.33,23.92,22.95,2.86,108.33,197.95
Averaged,,80.88,12.32,99.35,33.21,33.47,12.34,183.82,463.33
