ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,90.22,11.52,99.3,24.24,22.74,4.17,32.06,232.13
Small Forehead,1.0,90.08,18.02,99.22,32.44,28.39,15.74,96.78,241.58
Cheeks and Nose,2.0,90.37,14.47,99.26,15.87,13.52,3.03,18.33,64.64
Left Cheek,3.0,90.07,15.21,99.32,20.89,29.74,5.56,57.54,254.36
Right Cheek,4.0,90.37,16.69,99.26,13.93,19.72,1.39,30.16,65.34
Crop Face,5.0,90.37,13.14,99.28,18.48,16.88,5.56,27.8,80.79
Averaged,,90.25,14.84,99.27,20.98,21.83,5.91,43.78,156.47
