ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,72.14,11.27,99.32,30.39,31.88,14.05,222.1,514.67
Small Forehead,1.0,72.4,13.04,99.43,38.32,30.09,18.45,123.51,250.78
Cheeks and Nose,2.0,70.5,12.53,99.03,30.39,32.97,15.0,222.61,698.2
Left Cheek,3.0,72.27,14.94,99.3,54.67,50.94,24.6,474.56,717.76
Right Cheek,4.0,72.52,14.05,99.29,42.96,37.82,22.94,162.83,303.9
Crop Face,5.0,72.14,12.03,99.12,27.5,30.76,10.83,262.23,469.01
Averaged,,71.99,12.98,99.25,37.37,35.74,17.64,244.64,492.39
