ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,74.58,11.67,98.94,35.39,35.63,17.78,342.78,514.48
Small Forehead,1.0,74.58,10.64,99.15,34.51,42.21,24.95,261.75,564.25
Cheeks and Nose,2.0,74.43,16.84,99.1,43.75,37.4,25.88,247.01,182.34
Left Cheek,3.0,74.43,15.8,98.94,43.43,45.21,33.65,231.58,853.02
Right Cheek,4.0,74.58,16.69,99.18,30.78,38.49,20.02,213.45,375.57
Crop Face,5.0,74.14,15.51,98.98,41.83,38.86,25.44,337.7,451.22
Averaged,,74.46,14.52,99.05,38.28,39.63,24.62,272.38,490.15
