ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,68.66,14.18,99.26,32.75,37.94,16.48,207.68,267.35
Small Forehead,1.0,68.81,16.98,99.36,38.4,44.3,15.56,373.4,1176.2
Cheeks and Nose,2.0,68.51,15.65,99.28,31.42,30.58,11.85,90.74,256.79
Left Cheek,3.0,68.66,17.57,99.36,32.75,34.41,15.79,104.45,619.94
Right Cheek,4.0,68.81,18.02,99.29,46.88,41.76,19.54,330.59,241.13
Crop Face,5.0,68.66,14.03,99.35,30.13,28.7,13.06,56.5,281.45
Averaged,,68.68,16.07,99.32,35.39,36.28,15.38,193.89,473.81
