ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,59.87,13.42,99.19,57.48,51.03,38.75,443.23,1424.85
Small Forehead,1.0,59.23,17.09,99.25,70.68,71.9,39.09,797.88,1791.81
Cheeks and Nose,2.0,59.62,16.33,99.31,55.34,49.33,46.54,385.94,2233.15
Left Cheek,3.0,59.61,11.77,99.23,71.29,75.09,39.88,937.61,1934.98
Right Cheek,4.0,59.11,18.35,99.35,55.91,64.04,26.35,534.82,1463.88
Crop Face,5.0,59.61,11.39,99.26,52.2,41.18,39.63,198.5,744.53
Averaged,,59.51,14.73,99.26,60.48,58.76,38.37,549.66,1598.87
