ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,80.9,15.07,99.07,39.94,40.77,23.29,136.25,566.01
Small Forehead,1.0,72.42,15.07,99.18,59.14,63.97,28.5,566.64,1037.88
Cheeks and Nose,2.0,81.54,11.4,99.11,36.94,40.75,21.04,213.94,489.07
Left Cheek,3.0,77.87,11.65,98.94,36.38,46.7,15.73,284.79,557.64
Right Cheek,4.0,85.71,15.07,98.96,38.51,36.47,25.98,154.56,364.49
Crop Face,5.0,83.56,14.81,98.93,33.99,40.01,18.83,200.13,776.39
Averaged,,80.33,13.84,99.03,40.82,44.78,22.23,259.38,631.91
