ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,73.45,11.95,99.35,36.7,45.6,19.55,184.96,972.07
Small Forehead,1.0,73.07,11.19,99.39,37.16,37.86,20.89,188.41,666.3
Cheeks and Nose,2.0,73.58,11.57,99.24,40.26,39.32,26.09,211.86,650.69
Left Cheek,3.0,73.58,16.65,99.33,36.51,41.11,24.98,242.83,683.64
Right Cheek,4.0,73.71,13.73,99.3,49.56,50.77,17.24,168.49,712.91
Crop Face,5.0,73.58,10.93,99.3,39.18,38.08,17.95,104.55,678.3
Averaged,,73.49,12.67,99.32,39.9,42.12,21.12,183.52,727.32
