ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,68.96,15.13,99.24,49.85,49.04,29.81,443.92,860.72
Small Forehead,1.0,69.25,14.24,99.26,55.4,56.22,28.29,365.09,1272.28
Cheeks and Nose,2.0,68.07,11.72,98.98,42.03,50.1,15.74,423.74,757.24
Left Cheek,3.0,69.25,14.24,98.98,56.18,60.24,29.32,284.15,1016.35
Right Cheek,4.0,68.06,9.79,99.05,51.86,50.41,28.89,782.54,1017.58
Crop Face,5.0,68.21,9.94,99.09,45.29,46.56,20.83,227.08,980.8
Averaged,,68.63,12.51,99.1,50.1,52.1,25.48,421.09,984.16
