ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,57.9,15.66,99.35,78.28,73.02,44.14,358.28,1841.12
Small Forehead,1.0,57.6,14.48,99.49,71.69,77.26,46.13,220.26,3324.21
Cheeks and Nose,2.0,56.27,15.51,99.32,60.87,57.68,29.58,807.47,1503.67
Left Cheek,3.0,56.72,16.54,99.3,58.36,71.16,33.96,382.66,2567.77
Right Cheek,4.0,57.45,16.84,99.14,51.66,70.08,32.94,830.03,2460.56
Crop Face,5.0,57.01,13.59,99.29,55.26,64.05,35.71,811.54,1683.15
Averaged,,57.16,15.44,99.32,62.69,68.88,37.08,568.37,2230.08
