ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,83.58,13.74,99.27,35.41,29.98,25.0,103.64,199.57
Small Forehead,1.0,83.72,13.29,99.39,45.79,50.33,21.59,463.03,743.79
Cheeks and Nose,2.0,83.72,12.55,99.38,27.66,29.53,9.09,119.25,397.54
Left Cheek,3.0,83.43,14.18,99.37,48.33,46.56,15.0,254.66,596.97
Right Cheek,4.0,85.35,15.06,99.44,77.87,67.43,29.7,1063.68,1137.41
Crop Face,5.0,83.58,14.92,99.33,27.16,29.9,12.12,159.59,202.72
Averaged,,83.9,13.96,99.36,43.7,42.29,18.75,360.64,546.33
