ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,92.15,11.67,99.2,33.24,36.34,15.06,92.23,358.48
Small Forehead,1.0,83.43,12.7,99.12,32.14,43.91,14.54,181.99,389.76
Cheeks and Nose,2.0,90.52,11.08,99.2,16.32,18.82,0.0,51.56,77.04
Left Cheek,3.0,90.08,15.95,99.11,23.06,25.81,5.81,84.48,213.68
Right Cheek,4.0,90.08,14.32,99.09,27.19,30.32,7.32,146.32,374.53
Crop Face,5.0,90.38,11.52,99.08,14.93,18.53,0.0,31.58,98.88
Averaged,,89.44,12.87,99.13,24.48,28.96,7.12,98.03,252.06
