ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,75.62,11.67,99.17,36.21,38.71,17.42,94.06,537.78
Small Forehead,1.0,74.74,12.56,99.06,31.07,56.6,15.83,472.75,1403.3
Cheeks and Nose,2.0,76.65,13.15,99.14,22.06,28.87,8.33,54.05,437.08
Left Cheek,3.0,77.99,12.85,99.19,31.74,41.2,13.33,195.09,446.84
Right Cheek,4.0,77.1,16.1,99.04,40.2,36.65,19.54,131.05,213.2
Crop Face,5.0,76.36,12.26,99.22,26.65,28.41,7.73,113.69,296.93
Averaged,,76.41,13.1,99.14,31.32,38.41,13.7,176.78,555.85
