ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,57.6,17.58,99.32,34.1,80.86,14.12,483.69,2856.32
Small Forehead,1.0,64.25,17.28,99.51,35.01,74.21,18.24,649.4,2539.62
Cheeks and Nose,2.0,57.75,11.82,99.43,43.17,60.95,21.56,643.56,2371.61
Left Cheek,3.0,57.46,12.11,99.44,41.64,54.33,26.49,445.51,1422.19
Right Cheek,4.0,57.45,13.15,99.21,69.19,86.34,40.64,1509.08,2937.75
Crop Face,5.0,57.6,13.74,99.41,61.44,71.51,40.28,1321.48,3281.57
Averaged,,58.68,14.28,99.39,47.42,71.37,26.89,842.12,2568.18
