ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,61.85,10.18,99.31,60.9,57.0,30.32,376.61,1090.74
Small Forehead,1.0,62.59,11.96,99.33,96.11,88.41,57.69,1094.47,4062.2
Cheeks and Nose,2.0,60.82,15.65,99.3,40.16,45.44,28.66,694.63,1029.92
Left Cheek,3.0,66.28,14.91,99.13,35.82,60.26,12.04,997.75,2428.87
Right Cheek,4.0,61.56,17.12,99.3,59.03,73.64,31.25,758.12,1641.94
Crop Face,5.0,61.41,13.88,99.29,59.73,55.97,25.23,1086.77,1737.28
Averaged,,62.42,13.95,99.28,58.62,63.45,30.86,834.72,1998.49
