ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,68.5,11.06,99.35,46.5,40.55,25.87,143.21,348.42
Small Forehead,1.0,69.01,14.11,99.38,69.33,57.59,35.99,808.25,1061.93
Cheeks and Nose,2.0,69.14,15.0,99.16,32.22,44.41,15.57,102.06,993.56
Left Cheek,3.0,75.62,15.25,99.52,107.13,95.92,53.93,2809.48,3020.44
Right Cheek,4.0,64.43,12.33,99.57,52.48,73.87,23.09,1013.19,1663.81
Crop Face,5.0,68.88,12.58,99.3,33.33,37.23,15.66,296.06,594.8
Averaged,,69.26,13.39,99.38,56.83,58.26,28.35,862.04,1280.49
