ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,65.97,11.95,99.06,46.35,40.91,28.09,339.61,802.34
Small Forehead,1.0,75.63,11.06,99.1,54.42,48.16,30.89,390.32,1402.64
Cheeks and Nose,2.0,65.84,15.63,99.16,50.88,40.06,33.49,297.56,860.99
Left Cheek,3.0,66.48,12.97,99.06,56.25,58.58,27.78,500.05,1171.07
Right Cheek,4.0,66.22,14.24,99.24,57.95,50.15,32.26,210.95,1383.86
Crop Face,5.0,65.97,13.85,99.06,47.26,41.93,25.0,253.84,687.17
Averaged,,67.68,13.28,99.11,52.18,46.63,29.58,332.06,1051.34
