ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,88.77,15.51,99.33,39.11,58.34,21.15,332.35,975.74
Small Forehead,1.0,85.52,15.21,99.38,38.56,54.56,14.95,487.7,1478.82
Cheeks and Nose,2.0,89.36,12.7,99.32,25.85,29.37,6.94,87.1,220.19
Left Cheek,3.0,89.65,17.58,99.32,28.79,34.21,10.68,199.53,438.05
Right Cheek,4.0,88.92,12.7,99.37,32.98,38.26,12.88,226.84,764.3
Crop Face,5.0,89.21,13.74,99.32,30.6,28.5,11.74,87.02,146.18
Averaged,,88.57,14.57,99.34,32.65,40.54,13.06,236.76,670.55
