ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,89.95,13.44,99.36,36.76,33.78,25.25,137.49,477.12
Small Forehead,1.0,87.73,11.82,99.33,27.13,43.7,13.37,408.25,715.03
Cheeks and Nose,2.0,90.09,13.0,99.33,27.68,30.12,12.32,120.88,245.54
Left Cheek,3.0,88.92,14.03,99.39,45.76,42.89,28.53,271.06,869.72
Right Cheek,4.0,84.34,16.1,99.3,32.42,43.93,15.73,343.71,817.26
Crop Face,5.0,90.1,15.36,99.35,24.1,22.52,8.01,94.79,96.83
Averaged,,88.52,13.96,99.34,32.31,36.16,17.2,229.36,536.92
