ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,89.72,12.71,98.69,53.8,48.32,17.86,1326.25,877.53
Small Forehead,1.0,90.49,11.31,98.78,35.42,35.73,15.82,145.65,322.63
Cheeks and Nose,2.0,89.85,9.79,99.13,18.78,20.53,7.79,38.67,152.1
Left Cheek,3.0,90.11,12.33,99.21,22.7,24.68,5.19,82.12,209.63
Right Cheek,4.0,91.25,10.81,99.17,22.82,30.15,7.36,132.18,370.42
Crop Face,5.0,89.72,10.42,98.96,16.92,22.57,1.3,52.33,67.14
Averaged,,90.19,11.23,98.99,28.41,30.33,9.22,296.2,333.24
