ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,69.35,13.79,99.24,25.55,38.93,4.76,400.14,739.69
Small Forehead,1.0,69.61,13.67,99.29,28.51,62.97,10.48,519.25,2278.86
Cheeks and Nose,2.0,69.22,10.12,99.18,43.11,49.32,24.92,283.83,1180.74
Left Cheek,3.0,69.35,15.18,99.41,51.57,60.3,33.65,537.75,971.66
Right Cheek,4.0,69.48,15.19,99.55,52.8,48.2,34.25,320.71,841.74
Crop Face,5.0,69.22,12.53,99.27,41.06,35.92,30.16,89.61,371.7
Averaged,,69.37,13.41,99.32,40.43,49.27,23.04,358.55,1064.06
