ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,84.05,15.06,99.16,35.94,37.85,13.38,406.86,533.92
Small Forehead,1.0,84.05,13.04,99.1,38.42,31.85,17.66,190.14,351.25
Cheeks and Nose,2.0,83.67,14.43,99.16,25.06,38.0,6.49,124.82,430.49
Left Cheek,3.0,84.68,17.22,98.9,45.42,42.01,30.47,394.62,542.78
Right Cheek,4.0,84.3,12.53,99.27,35.07,36.72,16.36,223.03,427.7
Crop Face,5.0,83.92,13.17,99.16,30.81,27.57,13.12,93.97,210.95
Averaged,,84.11,14.24,99.12,35.12,35.67,16.25,238.91,416.18
