ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,95.3,11.14,98.69,22.54,20.13,1.19,43.65,154.87
Small Forehead,1.0,92.14,13.04,98.95,31.72,26.97,9.99,30.6,204.06
Cheeks and Nose,2.0,95.3,13.92,99.04,8.62,15.27,0.0,24.65,64.02
Left Cheek,3.0,94.92,12.28,98.85,13.37,15.36,0.0,24.06,105.82
Right Cheek,4.0,95.3,10.0,98.86,15.16,19.77,0.0,45.64,169.74
Crop Face,5.0,95.17,13.42,98.74,10.66,16.76,1.19,20.38,80.98
Averaged,,94.69,12.3,98.86,17.01,19.04,2.06,31.5,129.92
