ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,74.79,13.92,99.29,71.72,62.82,20.22,2237.82,1437.66
Small Forehead,1.0,79.09,15.18,99.12,37.4,58.32,22.68,302.1,1410.87
Cheeks and Nose,2.0,75.55,16.96,99.24,57.08,61.63,23.37,326.8,1146.69
Left Cheek,3.0,87.83,17.46,99.46,35.7,46.52,19.28,193.29,832.57
Right Cheek,4.0,79.47,16.7,99.41,42.83,63.0,24.23,464.8,1439.92
Crop Face,5.0,75.04,14.3,99.28,37.86,38.87,26.58,171.59,455.74
Averaged,,78.63,15.75,99.3,47.1,55.19,22.73,616.07,1120.58
