ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,74.42,16.98,99.16,34.95,32.99,17.22,91.46,456.94
Small Forehead,1.0,74.57,17.72,99.24,43.66,39.38,22.96,158.74,552.35
Cheeks and Nose,2.0,74.57,15.8,99.18,34.01,35.01,20.18,115.36,626.48
Left Cheek,3.0,74.42,17.28,99.26,36.62,35.68,18.89,158.87,716.32
Right Cheek,4.0,74.27,16.68,99.32,47.26,43.32,12.22,295.87,559.14
Crop Face,5.0,74.42,15.06,99.24,28.82,26.1,8.33,75.61,162.26
Averaged,,74.45,16.59,99.23,37.55,35.41,16.63,149.32,512.25
