ROI Name,ROI No,HR,RR,SpO2,RMSSD,SDNN,PNN50,LF,HF
Big Forehead,0.0,77.68,12.41,99.23,49.58,58.56,25.0,517.26,1428.02
Small Forehead,1.0,77.09,12.55,99.32,61.21,65.42,23.0,340.08,1429.19
Cheeks and Nose,2.0,92.6,13.74,99.21,32.61,33.59,14.27,95.95,268.41
Left Cheek,3.0,88.76,13.44,99.19,48.49,47.7,29.42,389.51,981.36
Right Cheek,4.0,81.67,12.7,99.19,76.07,71.41,19.82,1228.48,1739.18
Crop Face,5.0,94.67,13.0,99.16,70.35,54.97,23.84,1167.52,1353.55
Averaged,,85.41,12.97,99.22,56.38,55.28,22.56,623.13,1199.95
